tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T35857,AI,,0.786286166,0.048448919,0.521753765,0.66349938,745,1869,789
T38158,Cloud,07-01-2025 06:04,-0.257207238,0.843852374,0.946897501,0.193604303,12729,4651,984
T21169,Sports,08-01-2025 10:32,,0.318940044,0.558568174,0.117912717,15372,1455,879
T13848,Sports,01-01-2025 21:41,0.677580596,0.691881909,0.238926763,0.462964989,1161,3606,284
T30805,Sports,07-01-2025 17:55,0.805173881,0.885014695,0.736323768,0.749887129,14812,4104,580
T37168,Cloud,15-01-2025 17:08,-0.358649428,0.91755559,0.239101931,,7101,2073,455
T27420,Cloud,20-01-2025 02:25,0.356407711,,0.747035583,,8750,1964,791
T35111,Finance,02-01-2025 07:18,0.302985941,0.746185271,0.379701942,0.175032167,4491,3573,29
T26265,Sports,12-01-2025 14:59,-0.103910099,0.408620499,0.85623896,0.401214795,7051,3986,496
T35938,Finance,15-01-2025 02:01,0.373087853,0.192250736,0.653744841,0.46843887,8634,2358,616
T24165,Cloud,17-01-2025 08:08,-0.531690781,0.102983108,0.519614742,0.091760394,16859,2864,244
T23058,Finance,09-01-2025 19:58,0.528625521,0.916625152,0.734918714,0.727009533,896,91,751
T18534,,18-01-2025 22:21,0.07095958,0.853627264,0.539305968,0.495537048,1657,3512,37
T14442,Sports,10-01-2025 18:43,-0.874146261,0.716357321,,0.551345419,12142,4160,459
,Cloud,08-01-2025 22:33,0.342236981,0.521781261,0.132296801,,10318,3595,449
T30231,AI,12-01-2025 23:27,0.363308642,0.880098084,0.777973574,0.381068498,2310,1585,6
T21793,AI,10-01-2025 10:40,-0.675033814,,0.388205479,0.900689972,5713,2738,166
,Finance,16-01-2025 16:02,-0.007550013,0.196997289,0.789718465,0.117646553,9564,4146,480
T24045,Finance,23-01-2025 03:53,-0.242982557,0.307399893,0.884940755,0.999192995,11313,2397,619
T25892,Cloud,01-01-2025 11:12,0.749601449,0.669631305,0.418646051,0.936650887,7253,3602,284
T23980,Cloud,09-01-2025 04:34,-0.486581769,0.192786594,0.410427367,0.614475778,4626,4712,564
T18503,Sports,12-01-2025 22:36,0.537899314,0.268974901,0.223055765,0.491178943,7879,1388,238
T12469,AI,22-01-2025 19:50,,0.326751921,0.042409735,0.827781264,15843,2097,
,AI,06-01-2025 12:11,0.750717243,0.570365209,,0.487473462,2338,465,626
T31182,Cloud,07-01-2025 06:10,-0.599101225,0.466608314,0.736702985,0.882054146,18150,,5
T29370,AI,07-01-2025 15:16,,0.237831856,0.369743051,0.573564404,886,3000,326
T35970,Finance,18-01-2025 08:35,,0.513346107,0.6720635,0.088624429,8527,3436,978
T37248,AI,16-01-2025 03:32,0.736786862,0.276824922,0.527599455,0.063976655,3181,1682,49
T15050,AI,11-01-2025 11:15,0.81094839,0.325324015,0.014603824,0.761024049,7968,,623
T8248,Sports,01-01-2025 23:05,0.330430185,0.177086634,0.381935508,0.044975928,19509,2382,88
T17717,Cloud,19-01-2025 22:19,0.045989834,0.435390287,0.555854766,0.72051671,14115,1027,49
T17472,Cloud,04-01-2025 19:47,-0.460206071,0.606493159,0.148281213,0.060266957,17870,3052,300
T14380,Finance,11-01-2025 21:16,0.774871025,0.942234343,0.627724897,0.805855673,12645,53,362
T37588,Sports,17-01-2025 23:22,0.256858826,0.269300462,0.997373478,0.080948967,5486,2901,
T34919,AI,05-01-2025 08:50,-0.790492522,0.530411744,0.046710511,0.027445342,17834,44,849
T19593,,11-01-2025 19:25,0.097067937,0.230235195,0.026572438,0.225786933,10619,4066,49
T35430,Sports,07-01-2025 01:46,-0.697778897,0.225442913,0.206854177,0.307757822,7701,4147,542
T17936,Sports,18-01-2025 14:15,0.010363252,0.772966195,0.195661538,0.304960191,5473,738,136
T24291,Sports,17-01-2025 05:54,0.6026359,0.84998958,0.268278317,0.372836978,1158,4677,199
T13444,AI,04-01-2025 00:02,0.966090202,0.298589637,0.38944272,0.211825299,15270,2619,452
T32658,Finance,13-01-2025 01:16,0.325709146,,0.303312924,0.040371399,6173,4009,86
T1109,Cloud,21-01-2025 05:11,0.816721319,0.711307784,0.679337323,0.515801807,,4631,529
T13384,Finance,22-01-2025 21:39,-0.993905719,0.445063498,0.154947742,0.282423065,1825,4183,488
T37927,AI,,0.44848533,0.483648562,0.108421431,0.665978164,16022,1222,252
T2677,AI,01-01-2025 22:42,0.044438574,0.809180293,0.109181821,0.585432822,,3554,55
T39103,AI,03-01-2025 23:12,-0.246777647,0.641765159,0.165327862,0.584240872,3205,1111,771
T15018,AI,,0.356085944,0.996262555,0.743219309,0.931961742,6059,3415,13
T15645,Sports,06-01-2025 01:32,0.842887061,0.273802775,0.02563417,0.106851269,8872,3415,382
T27140,AI,03-01-2025 09:23,-0.380910769,0.57497606,0.391270782,0.551519,17639,1487,795
T7977,Cloud,17-01-2025 22:18,0.667670931,0.308757356,0.116186604,0.49242202,19027,4024,542
T15864,Finance,03-01-2025 09:55,0.860087814,0.387851442,0.936287022,0.755042152,3103,2327,748
T9715,AI,17-01-2025 13:45,-0.217128657,0.187405722,0.827846251,0.000568726,18639,1649,
T9466,AI,07-01-2025 17:30,0.506540648,0.967175038,0.500811285,0.264196247,9950,779,989
T22098,AI,16-01-2025 12:11,0.850406798,0.68412806,0.346208222,0.007442225,7730,4094,422
T26576,AI,12-01-2025 20:10,0.945194592,0.555900942,0.468550188,0.791861746,10966,4406,
T20779,Finance,06-01-2025 02:55,,0.667718135,0.116748145,0.664759089,4801,1578,733
T20554,Sports,03-01-2025 13:18,-0.182346762,,0.013264853,0.513877414,3679,1349,10
T10317,Sports,08-01-2025 20:30,0.011056542,0.104596774,0.808987286,0.983256951,8463,,4
T25200,Finance,20-01-2025 02:13,-0.430998558,0.088871911,0.357794819,0.793899771,704,1244,606
T3748,Sports,22-01-2025 08:18,0.026041237,0.027200953,0.673762139,0.026014711,10433,,94
T37689,AI,15-01-2025 16:21,0.123401653,0.051732761,0.768106298,0.470028841,10123,4076,275
T30931,AI,13-01-2025 12:04,-0.156625116,0.463070904,0.381632576,0.995535667,3352,4552,552
T25886,Sports,,0.719531374,0.496831833,,0.993402574,5811,3867,381
T11797,Sports,05-01-2025 07:16,-0.690850163,0.164349986,0.813707556,0.64133359,11988,2562,1000
,Sports,13-01-2025 13:02,0.759150916,0.443640916,0.541811579,0.333929455,18238,631,749
T37781,Finance,18-01-2025 08:08,,0.114847644,0.483632959,0.206479901,10084,88,547
T18664,AI,15-01-2025 10:15,0.819841694,0.481496666,0.933696701,0.584843552,,1255,526
T38425,Finance,01-01-2025 23:57,0.052070552,0.584875564,0.115069607,0.772523863,13108,4031,652
T32091,Sports,20-01-2025 00:37,0.685458785,0.164626668,0.838816617,0.314314248,14612,1603,31
T5622,Cloud,22-01-2025 05:23,-0.208647837,0.576211308,0.207690692,0.250376721,16421,2171,160
T21467,,,-0.410296328,0.744260216,0.611768895,0.393699883,14657,2093,333
T28252,Cloud,16-01-2025 15:16,-0.1234132,0.96368602,0.148292223,0.964899852,2798,1774,16
T31719,Finance,23-01-2025 07:32,-0.184559441,0.113633946,0.32777935,0.02251439,4423,1448,734
T27710,AI,21-01-2025 16:42,-0.362763335,,0.811452438,0.344602156,4060,1803,292
T26529,Cloud,04-01-2025 19:08,-0.796734518,0.889399196,0.87305777,0.21592015,17165,,122
T31770,Cloud,14-01-2025 05:25,-0.968171438,0.233953667,0.609887641,0.771714156,14425,1997,388
T36484,Finance,03-01-2025 15:11,0.257420894,0.182302432,0.694534787,0.093899739,9214,3576,470
T36887,Sports,05-01-2025 01:37,0.920110273,0.801969483,0.898564957,0.629322316,18201,1834,595
T32902,AI,13-01-2025 19:49,-0.823029426,0.467383436,0.030803849,0.624508389,102,877,951
T37341,Sports,14-01-2025 05:04,-0.034796333,0.302928596,,0.34005975,15432,933,864
T28662,Cloud,03-01-2025 10:51,-0.847885805,0.630767203,0.442587801,0.936178458,4148,3135,727
T19179,Sports,19-01-2025 20:23,-0.020770636,0.531248674,0.139432114,0.848550276,451,4494,52
T24172,Cloud,03-01-2025 20:57,-0.918855546,0.288350707,0.423657441,0.959529552,18152,1834,13
T25903,AI,09-01-2025 07:00,-0.524163139,0.390008655,0.452354265,0.781491551,12920,1013,831
T34007,AI,14-01-2025 06:34,0.814024284,0.00606997,0.884307174,0.755383423,13087,1318,869
T6414,Cloud,21-01-2025 04:09,-0.209648915,0.800060007,0.366562818,0.687734153,14465,4924,203
T37227,Finance,13-01-2025 11:05,-0.095316203,0.901406266,0.230388892,0.542605058,13487,3129,866
T29622,Cloud,02-01-2025 07:42,-0.824235081,0.547270103,0.844764736,0.468454666,8148,3753,222
T15613,AI,11-01-2025 05:31,-0.664873945,0.132916205,0.196145116,0.803659074,1170,3865,124
T21827,Cloud,01-01-2025 16:43,-0.449073103,0.12098781,0.176349522,0.207852632,13024,2101,421
T18585,AI,08-01-2025 23:46,0.696705512,,0.603136777,0.625113141,10801,4226,815
T29490,Finance,12-01-2025 10:20,-0.845738782,,0.969688499,0.453079857,10735,2542,100
T24755,Sports,,0.204661803,,0.761797304,0.549325643,16281,,926
T31356,,,-0.89745854,0.929568426,0.625626045,,6714,3017,280
T10040,Finance,08-01-2025 11:42,0.380838216,0.290473948,0.2817066,0.558391393,13686,4267,331
T33126,Sports,06-01-2025 09:30,-0.153737256,0.22218784,0.034713658,0.917585901,2853,43,235
T18121,Sports,21-01-2025 16:28,-0.83158206,0.747837722,0.070902719,0.169808795,11426,3218,834
T33044,Cloud,09-01-2025 20:56,-0.52468146,0.096166415,0.67322681,0.91690847,18629,779,351
T18896,Finance,07-01-2025 03:29,0.976066398,0.2422233,0.715786555,0.261054267,8445,357,756
T17136,AI,09-01-2025 16:41,-0.040569778,0.774732054,0.740001881,0.330353589,15471,4993,155
T27750,Cloud,12-01-2025 05:30,-0.563817554,0.130738583,0.309836111,0.643157719,15571,791,823
,,10-01-2025 11:24,-0.705001674,0.307287657,0.271433241,,18224,1428,229
T11370,AI,09-01-2025 13:56,-0.184002366,0.41131744,0.047010412,0.044467043,9468,980,195
T14059,Cloud,,-0.813417316,0.636814075,0.879890854,0.478123619,53,1641,847
T30859,AI,18-01-2025 16:27,0.672308439,0.00821867,0.945812326,0.12021697,6350,891,285
,Cloud,19-01-2025 02:57,-0.192394167,0.31575482,0.429424603,0.932932195,18764,1111,161
T23037,AI,16-01-2025 16:56,-0.457765225,0.321220786,0.792535537,0.963149727,15387,4177,213
T20364,AI,,0.023885349,0.28492003,0.758605857,,41,,741
T13598,Sports,18-01-2025 21:51,0.405948944,0.017038509,0.191675832,0.849808214,13476,2184,468
T2736,Finance,17-01-2025 10:36,0.94977204,0.044095562,0.827242423,0.900945843,15572,138,935
T32355,Sports,08-01-2025 02:03,-0.259031407,0.613861464,0.949189749,,166,941,371
T39560,AI,01-01-2025 03:43,0.464593256,0.60849376,0.476673689,0.669117446,8323,1592,210
,Finance,19-01-2025 00:49,0.660020115,0.455152198,0.634719087,0.62785679,17394,3562,659
T34853,,02-01-2025 14:29,0.545846655,0.666540372,0.626679317,0.080529836,5949,4527,993
T27557,Finance,12-01-2025 02:06,0.825080395,0.853265389,0.874373033,0.205628384,6868,3937,462
T21099,Sports,16-01-2025 19:59,0.294513808,0.002103307,0.186570594,0.457330593,1449,4911,801
T22009,Finance,02-01-2025 15:34,-0.961789889,0.13809968,0.52626401,0.875643826,3247,1280,538
T1479,Finance,09-01-2025 18:16,0.274442064,0.757683915,0.027700051,0.197067319,2785,3179,796
T29735,AI,14-01-2025 04:56,-0.103382791,0.834402303,,0.340373361,13457,1119,63
T26032,,05-01-2025 01:49,0.175457325,0.975597444,0.895471908,,12950,1917,
T28232,AI,14-01-2025 06:46,,0.998583446,0.966490353,0.839644447,9408,576,187
T17737,,15-01-2025 13:53,-0.911435506,0.83060625,0.044622234,0.392798434,5993,2302,834
T30508,AI,11-01-2025 02:24,0.154372592,0.709284072,0.804406775,0.613767142,2303,1637,650
T4054,Cloud,01-01-2025 19:42,-0.973686195,0.252174287,0.650990728,0.604331113,7753,,536
T5253,Sports,08-01-2025 08:43,-0.221955438,0.348968309,0.845502617,0.927938603,9206,3910,766
T5689,,05-01-2025 21:32,-0.705666415,0.350389212,0.982990497,0.663388736,3920,3568,918
T27647,Finance,23-01-2025 01:34,0.891769662,0.795874031,0.352277467,0.838335323,8431,2955,45
T21460,Sports,23-01-2025 14:12,-0.758157079,,0.920957956,0.10519879,11062,4673,428
T25545,Sports,15-01-2025 22:50,-0.594168599,0.585979721,0.118543407,0.975535891,10443,2661,
T23817,Finance,21-01-2025 23:44,-0.739355826,,0.207867482,0.773876839,12914,,644
T5733,Cloud,17-01-2025 03:09,0.092939078,0.858052219,0.772136532,0.926916164,19233,2390,493
T27029,Cloud,22-01-2025 14:36,-0.342790169,0.913979021,0.090176013,0.300099571,1893,26,753
T17111,AI,06-01-2025 14:22,0.353590358,0.095345928,0.039835788,0.670514924,9743,1920,826
T5144,Sports,07-01-2025 19:11,0.825440457,0.770053276,0.000330579,0.702801024,6752,3672,642
T20742,Cloud,09-01-2025 10:18,-0.232299659,0.140842454,0.585714269,0.025487769,2437,279,393
,Finance,02-01-2025 21:14,0.257824708,0.88335945,0.529055587,0.296643529,15092,472,364
T15574,AI,16-01-2025 23:55,0.145667842,0.822957,0.002498202,0.808964445,4533,3887,
T35492,Cloud,15-01-2025 10:09,0.689788151,0.166383802,0.873462662,0.695595817,1103,4899,538
T10608,Cloud,21-01-2025 19:16,-0.48471179,0.371713239,0.828181462,0.623712747,1227,411,205
T2776,AI,15-01-2025 13:38,0.915489212,0.874990795,0.121077781,0.998885811,17401,3484,234
T191,Cloud,17-01-2025 06:27,0.571836743,0.276046896,0.235109409,0.630016349,6452,2384,237
T22950,Sports,20-01-2025 11:06,-0.587148474,0.961866685,0.217299164,0.729501767,681,1462,272
T29937,Cloud,06-01-2025 19:23,-0.100989576,,0.642977377,0.108639769,1545,4125,355
T17558,Cloud,17-01-2025 14:24,-0.837423134,0.36349816,0.981375334,0.001333923,9111,487,414
T22158,Cloud,21-01-2025 00:22,0.792415363,0.719889746,0.167145783,0.861061821,9072,2116,922
T878,Finance,19-01-2025 19:38,0.355749655,0.06204214,0.298898016,0.067155628,17025,684,884
T35581,Sports,05-01-2025 11:22,0.997945602,0.036039557,,0.715390631,10919,2385,431
,Sports,15-01-2025 11:32,-0.964423128,0.908652881,0.82390235,0.451989699,1874,3202,
T7502,Cloud,07-01-2025 08:27,0.452872457,0.475454296,0.493277298,0.701529779,19980,1243,789
T6974,Finance,22-01-2025 10:42,-0.37047919,0.810970229,0.717549652,0.261107464,2089,667,516
T17273,AI,15-01-2025 19:51,-0.063200903,0.755319969,0.41135167,0.401493399,2522,552,636
T6260,Sports,16-01-2025 13:33,-0.630725352,0.643786422,0.413027503,0.719543894,19849,1060,822
T20163,Cloud,16-01-2025 23:43,-0.4364439,0.20564538,0.972138456,0.40886675,19254,,929
T6959,Finance,06-01-2025 10:15,-0.057330429,0.640777271,0.51986849,0.034103342,19267,4788,721
T11343,Sports,,-0.62346709,0.251182317,0.111955984,0.925333044,7498,3053,263
T18063,Finance,16-01-2025 17:23,0.711018531,0.398910891,0.595435315,0.145277501,3643,3746,558
T1858,Cloud,17-01-2025 03:51,0.812213355,0.171990419,0.904824545,0.90605692,3849,1380,997
T6835,AI,15-01-2025 03:12,0.709950805,,0.084354385,,486,1464,166
T21539,AI,04-01-2025 09:31,-0.530687575,0.047439445,0.53539724,0.205014187,1305,4639,96
T26682,Sports,21-01-2025 23:33,-0.714408416,0.464669599,0.218379263,0.653989522,11241,4108,603
T26441,Finance,13-01-2025 02:30,-0.091286235,0.838315125,0.997923505,0.229882585,9396,,871
T23168,Cloud,19-01-2025 09:20,,0.377809382,0.587655414,0.664064944,6131,1364,806
T28421,Sports,10-01-2025 05:10,-0.719924417,0.452717231,0.623398874,0.707660335,4638,788,198
T30427,Sports,03-01-2025 15:09,0.546534432,0.615146093,0.252218091,0.621686079,1303,3578,
T10940,Sports,03-01-2025 08:05,0.034398814,0.140017978,0.407898991,0.982427766,13242,496,567
T10126,Sports,02-01-2025 13:31,-0.449216986,0.314249643,0.575456368,0.37514897,2340,3646,836
T24131,Sports,23-01-2025 05:11,0.532289513,0.945518386,0.352775245,0.867847399,5934,4744,640
T34715,Finance,19-01-2025 06:34,0.574954619,0.058274378,,0.754984825,15170,2903,425
T29340,Sports,12-01-2025 16:57,-0.082889691,0.321705273,0.609508493,0.381940586,2563,21,875
T25007,Sports,04-01-2025 03:46,0.889110486,0.893770189,0.283238416,0.825520437,1351,750,205
T19571,Cloud,16-01-2025 10:50,-0.180762737,0.965369977,0.257480639,0.187402844,952,4183,618
T11058,Sports,18-01-2025 14:10,-0.313020205,0.97788196,0.965138502,0.984444752,18229,4935,853
,AI,,0.147246265,0.449577288,0.680116687,0.655327638,9645,1898,719
T18383,AI,,0.494419702,0.958566882,0.827149915,0.726421633,,1668,822
T32443,Finance,19-01-2025 00:31,-0.131906167,0.790247401,0.594337683,0.556211628,8586,4662,815
,AI,09-01-2025 03:34,0.374909226,,0.685697267,0.685019872,4333,137,964
T7671,,06-01-2025 11:21,0.3892334,0.886175422,0.302942286,,7572,815,230
T34288,Finance,19-01-2025 07:06,0.204202485,0.360875478,0.67075934,0.297024367,16284,251,
T39935,Sports,21-01-2025 09:51,-0.281192881,0.223706817,0.086019471,0.74682936,9218,999,398
T8998,Sports,04-01-2025 06:57,0.841873,0.364745371,0.630441356,0.917551701,397,2149,923
T20399,,08-01-2025 20:26,0.956120505,0.972838373,0.283348748,0.123602755,12504,510,857
T1284,AI,22-01-2025 08:12,0.588295689,0.545450126,0.164214784,0.282812006,18315,,263
T38863,Cloud,17-01-2025 14:37,-0.877105711,0.693952163,0.547517927,0.38542019,12255,1281,598
T22847,Sports,19-01-2025 07:03,0.488694869,0.339107719,0.103347115,0.079000923,11862,2075,202
T9454,Sports,12-01-2025 12:02,0.234173563,0.891450307,,0.549747935,1448,3014,504
T38841,Sports,10-01-2025 16:04,0.713553542,0.128380613,0.170222491,0.404116139,11220,132,577
,,05-01-2025 23:06,-0.336236099,0.527673768,0.341621629,0.272975605,392,4132,799
T13706,AI,05-01-2025 14:53,0.455137791,0.957518431,0.265325585,0.572711148,14342,1643,35
T7898,Cloud,18-01-2025 00:32,0.870629505,0.075252998,0.411267209,0.242840041,9417,4533,565
,,19-01-2025 07:11,0.657239924,0.483142108,0.513048649,0.784737645,5945,2256,430
T9169,Finance,18-01-2025 07:14,0.140507697,0.730638958,0.437043166,0.776740304,6560,293,154
T31551,AI,20-01-2025 03:40,-0.994728079,0.141065817,0.831509058,0.742220782,4732,3024,897
T21161,Sports,10-01-2025 22:45,-0.695201642,0.31990844,0.462649362,0.19839083,6625,1883,246
T34129,Finance,13-01-2025 20:26,-0.411442666,0.64303116,0.987298537,,16387,591,846
T12676,Sports,21-01-2025 10:46,0.379438697,0.918769003,0.865120564,0.431457256,9951,3454,244
T13922,AI,23-01-2025 05:15,-0.395854454,0.679962805,0.691817262,0.46384175,19780,1911,
T2188,Finance,,0.433911569,0.333138956,0.315416127,0.174114171,3979,520,188
T22015,AI,04-01-2025 01:35,-0.437896102,0.174812183,0.137701926,0.809825353,15979,904,689
T21141,AI,20-01-2025 08:59,-0.248636239,0.233908097,0.036201305,0.760369752,5184,2481,680
T34459,Cloud,17-01-2025 15:56,0.65169296,0.136610655,0.707193194,0.655825459,1294,2223,842
T25804,Cloud,12-01-2025 15:32,-0.673294453,0.345852165,0.10308727,0.308265442,8975,4751,247
T9597,AI,20-01-2025 20:19,-0.48264696,0.70522963,0.104634224,0.243452987,8461,315,263
T27458,Sports,14-01-2025 21:51,0.525780189,0.826629564,0.011863381,0.325318073,2370,4552,151
T6803,Cloud,03-01-2025 12:22,0.510470289,0.104956126,0.166212298,0.644344994,12856,556,256
T1975,Finance,08-01-2025 14:40,-0.755999326,,0.453065152,0.259662165,8780,2476,988
T4824,Sports,15-01-2025 18:24,-0.36719252,0.007881653,0.216438732,0.853824643,19448,4126,427
T9498,Cloud,09-01-2025 00:17,-0.658237645,0.595737766,0.984265899,0.242970153,5702,817,578
T28838,Cloud,08-01-2025 08:54,-0.291861426,0.392669122,0.341856425,0.393548481,18841,,979
T30194,AI,14-01-2025 21:49,-0.125376433,0.487784177,0.184639832,,1277,4691,148
T11871,Finance,02-01-2025 07:06,-0.901480521,,0.004025231,0.17998345,8649,3246,315
T28213,Cloud,03-01-2025 23:11,0.638346647,0.134838461,0.543434355,0.841681294,17964,2314,300
T35070,Sports,08-01-2025 07:55,0.397787383,0.171950713,0.328588632,0.481216555,2586,2605,673
T18131,AI,15-01-2025 16:27,-0.91574455,0.248845657,0.989696728,0.836215376,6224,854,935
T18796,Finance,12-01-2025 23:31,0.838715389,0.554803177,0.489774336,0.171451332,15494,,943
T33909,Cloud,21-01-2025 08:14,0.514512771,0.920716432,,0.464763426,8900,3889,420
T14492,Finance,23-01-2025 13:08,-0.28203163,0.452185676,0.52857102,0.655629897,5871,336,526
T21931,Sports,,-0.849693215,0.163236484,0.988060639,0.546111877,16807,1766,823
T3794,AI,13-01-2025 09:56,-0.050676435,0.140021924,0.086880374,0.174572489,,150,
T39431,AI,02-01-2025 17:34,0.403475131,0.948899221,0.789882825,0.553049606,10453,3234,324
T205,Finance,12-01-2025 02:30,0.77941939,0.923318541,0.860832138,0.863439893,12321,101,84
T29598,,02-01-2025 11:45,0.751323559,0.54533899,0.292060805,0.279666297,5087,980,59
T38289,Cloud,22-01-2025 21:09,0.20366078,0.119206412,0.668574818,0.215385662,1871,4716,692
T7308,Sports,07-01-2025 18:06,0.046064558,0.988144911,0.273323019,0.205088665,14207,227,147
T24556,AI,14-01-2025 04:49,0.805685639,0.673719746,0.316159681,0.079211256,9611,3932,698
T36806,AI,22-01-2025 00:44,0.644707619,0.8829839,,0.425836263,5886,3274,774
T15295,Cloud,15-01-2025 06:18,0.284614371,0.087217635,0.984056513,0.080914372,1330,4602,163
T28284,Cloud,05-01-2025 00:47,-0.797554072,0.061319697,0.781706685,0.174640087,14316,1304,
T4623,Sports,11-01-2025 20:42,,0.406830382,0.454031742,0.244258168,7200,1098,189
,Cloud,02-01-2025 08:35,-0.252443291,,,0.353852559,11923,1900,941
T19115,AI,03-01-2025 11:22,0.273418362,0.710868795,0.063994766,0.5678151,13203,1475,665
T2771,Finance,18-01-2025 06:49,-0.224488708,0.696589437,0.655145194,0.66711441,12252,706,325
T12822,Cloud,03-01-2025 14:22,-0.475423356,0.028298153,0.489389758,0.764997719,9588,166,340
T35467,Finance,01-01-2025 08:37,-0.238212365,0.971751719,0.220656706,0.588352032,,48,429
T20536,Finance,07-01-2025 23:48,0.09924571,0.810070393,0.878289989,0.946753398,3187,4817,
T11081,Finance,01-01-2025 10:09,-0.287036887,0.996255671,0.121425624,0.187606593,15800,2037,152
T1109,AI,21-01-2025 18:46,0.726384968,0.852581734,0.237834974,0.012552471,7132,1220,706
T30166,AI,22-01-2025 10:58,0.293313892,0.494757021,0.722337172,0.500560654,2478,563,608
T2242,Finance,11-01-2025 17:04,-0.091002876,0.777611059,,0.774623353,16723,3877,50
T18078,Finance,20-01-2025 02:16,-0.315504729,0.68337973,0.03417716,0.061803363,16048,3599,900
T4291,Cloud,10-01-2025 13:40,0.286900681,0.297479952,0.701847236,0.031154807,11426,754,599
T31027,Sports,04-01-2025 03:01,-0.776229142,0.5784921,0.352051509,0.041280147,7333,4437,
T28555,Cloud,12-01-2025 21:50,0.505389963,0.276649661,0.22481451,0.44600635,6158,4706,320
T28188,Sports,,-0.184815313,0.246283759,0.148639235,0.789329622,18646,3903,443
T3763,Sports,11-01-2025 11:19,0.437985037,0.93293848,0.120651852,0.840240297,296,3185,788
T4035,Sports,22-01-2025 06:20,-0.500184463,0.737210468,0.317018038,0.516755826,6387,3771,245
T7288,Cloud,18-01-2025 13:59,0.722612149,0.635898269,0.546490181,0.199504738,165,,575
T39573,Finance,12-01-2025 04:02,-0.047959021,0.594959351,0.061023763,0.206964056,8660,287,30
T39019,Cloud,11-01-2025 06:15,-0.844640953,0.911537776,0.859493076,0.735628769,13498,2990,972
T10744,Sports,18-01-2025 13:05,-0.614993821,0.927765069,0.684044514,0.219705766,,496,983
T30569,Cloud,16-01-2025 15:28,-0.451120372,0.541098914,0.112901786,0.10840209,1273,4238,798
T37145,Finance,19-01-2025 01:03,0.79867685,0.831772527,0.984226636,0.547556187,18441,1996,913
T21270,Finance,10-01-2025 10:17,-0.830554774,0.2423028,0.855105241,0.909166913,18672,913,793
T16343,Cloud,17-01-2025 22:38,-0.830342448,0.580024682,0.143608563,0.375117483,13383,369,874
,Finance,21-01-2025 11:50,-0.834828264,0.597011128,0.794282372,0.562741062,12220,1724,563
,AI,11-01-2025 10:12,0.093907918,0.484205882,0.043896444,0.662379053,2744,4828,480
T15194,AI,11-01-2025 05:44,0.829330516,0.242073646,0.986453261,0.973600505,19092,2862,997
T39192,,14-01-2025 15:01,0.494023623,0.001005625,0.267044485,,5088,,273
T13205,Sports,13-01-2025 11:24,-0.916560922,0.329607048,0.166994291,0.237070562,838,1847,596
T38907,Cloud,02-01-2025 07:49,-0.906442493,0.070112391,0.884256057,0.652499676,2805,440,941
T9182,Cloud,02-01-2025 22:00,0.756206359,0.325222236,0.143866788,0.939879191,6937,1235,961
T33282,,10-01-2025 23:20,-0.559489001,0.518082259,0.264548297,0.521364184,5630,3133,782
T5380,AI,08-01-2025 07:07,-0.754756675,0.239415934,0.03011028,0.565995304,6580,3830,496
T4903,Cloud,17-01-2025 16:45,,,,0.034843537,7975,1731,643
T14756,AI,,0.02230355,0.54633494,0.26944238,0.299582,15304,3428,832
T1981,AI,19-01-2025 20:17,0.75411514,0.985961436,0.392529253,0.877388151,12050,2542,122
T39542,Sports,10-01-2025 04:09,-0.236882047,0.11868734,0.3393052,0.549087364,14951,2878,411
T26822,,11-01-2025 11:02,0.209272854,0.621569968,0.010336842,0.546555066,,199,820
T29063,Finance,19-01-2025 01:58,0.396943042,0.432485864,0.391713726,0.848239794,3146,2984,692
T699,Finance,08-01-2025 20:36,0.357380591,0.047389737,0.513843077,0.052645005,10929,4541,890
T32778,AI,15-01-2025 15:26,-0.818680147,0.903787404,0.269624942,0.789213007,11624,4726,624
,Cloud,24-01-2025 02:00,-0.442218564,0.537425008,0.242160525,0.114491401,16546,1745,298
T36862,Sports,04-01-2025 02:40,0.382956421,0.152695404,0.967941756,0.553464691,4953,1069,363
T22685,Finance,06-01-2025 23:06,0.784884112,0.297677444,0.80600596,0.054633527,9775,3263,511
T38966,Cloud,05-01-2025 22:36,0.895986317,0.598769695,0.939273368,0.360901831,4140,1963,647
T22572,Cloud,21-01-2025 12:49,-0.074469412,0.85398121,0.851574828,0.463131644,11945,933,
T20678,AI,08-01-2025 13:17,-0.445806106,0.924197599,0.178056253,0.902833231,10402,4043,52
T2644,Sports,21-01-2025 16:08,-0.762676108,0.851677467,0.12616991,0.033522936,17051,4654,923
T21721,Sports,01-01-2025 12:39,0.296965138,0.705649614,0.353298543,0.235667194,19275,1499,303
T15079,Sports,18-01-2025 08:42,0.763121698,0.915247151,0.958575377,0.279978381,17235,3931,253
,AI,04-01-2025 07:19,-0.061960293,0.869677131,0.520673636,0.101339227,1170,3430,585
T28850,Finance,20-01-2025 04:52,0.303807682,0.441225665,0.5491161,0.0235617,5955,1460,515
T14865,AI,10-01-2025 22:39,-0.638557979,0.570100793,0.779072823,0.592913169,7548,433,543
T23415,,07-01-2025 06:10,-0.456976245,0.324564638,0.650726998,0.63674453,13267,4980,952
T5762,Finance,13-01-2025 21:39,-0.498348047,0.909466973,0.280747254,0.038796305,1796,,30
